query,_id,_score,name,summary,symbol
ENSG00000008196,7021,19.65805,transcription factor AP-2 beta,"This gene encodes a member of the AP-2 family of transcription factors. AP-2 proteins form homo- or hetero-dimers with other AP-2 family members and bind specific DNA sequences. They are thought to stimulate cell proliferation and suppress terminal differentiation of specific cell types during embryonic development. Specific AP-2 family members differ in their expression patterns and binding affinity for different promoters. This protein functions as both a transcriptional activator and repressor. Mutations in this gene result in autosomal dominant Char syndrome, suggesting that this gene functions in the differentiation of neural crest cell derivatives. [provided by RefSeq, Jul 2008].",TFAP2B
ENSG00000163517,79885,20.179491,histone deacetylase 11,"This gene encodes a class IV histone deacetylase. The encoded protein is localized to the nucleus and may be involved in regulating the expression of interleukin 10. Alternative splicing results in multiple transcript variants.[provided by RefSeq, Apr 2009].",HDAC11
ENSG00000072042,51109,20.210897,retinol dehydrogenase 11,"The protein encoded by this gene is an NADPH-dependent retinal reductase and a short-chain dehydrogenase/reductase. The encoded protein has no steroid dehydrogenase activity. [provided by RefSeq, Nov 2011].",RDH11
ENSG00000159842,29,21.00693,ABR activator of RhoGEF and GTPase,"This gene encodes a protein that is similar to the protein encoded by the breakpoint cluster region gene located on chromosome 22. The protein encoded by this gene contains a GTPase-activating protein domain, a domain found in members of the Rho family of GTP-binding proteins. Functional studies in mice determined that this protein plays a role in vestibular morphogenesis. Alternatively spliced transcript variants have been reported for this gene. [provided by RefSeq, Feb 2012].",ABR
ENSG00000105695,4099,20.942347,myelin associated glycoprotein,"The protein encoded by this gene is a type I membrane protein and member of the immunoglobulin superfamily. It is thought to be involved in the process of myelination. It is a lectin that binds to sialylated glycoconjugates and mediates certain myelin-neuron cell-cell interactions. Three alternatively spliced transcripts encoding different isoforms have been described for this gene. [provided by RefSeq, Nov 2010].",MAG
ENSG00000204899,440145,19.666441,mitotic spindle organizing protein 1,,MZT1
ENSG00000111276,1027,18.9126,cyclin dependent kinase inhibitor 1B,"This gene encodes a cyclin-dependent kinase inhibitor, which shares a limited similarity with CDK inhibitor CDKN1A/p21. The encoded protein binds to and prevents the activation of cyclin E-CDK2 or cyclin D-CDK4 complexes, and thus controls the cell cycle progression at G1. The degradation of this protein, which is triggered by its CDK dependent phosphorylation and subsequent ubiquitination by SCF complexes, is required for the cellular transition from quiescence to the proliferative state. Mutations in this gene are associated with multiple endocrine neoplasia type IV (MEN4). [provided by RefSeq, Apr 2014].",CDKN1B
ENSG00000172262,7690,20.22052,zinc finger protein 131,,ZNF131
ENSG00000137955,5876,19.659771,Rab geranylgeranyltransferase subunit beta,"This gene encodes the beta-subunit of the enzyme Rab geranylgeranyl-transferase (RabGGTase), which belongs to the protein prenyltransferase family. RabGGTase catalyzes the post-translational addition of geranylgeranyl groups to C-terminal cysteine residues of Rab GTPases. Three small nucleolar RNA genes are present in the intronic regions of this gene. Alternately spliced transcript variants have been observed for this gene. A pseudogene associated with this gene is located on chromosome 3. [provided by RefSeq, Jan 2013].",RABGGTB
ENSG00000169564,5093,19.607492,poly(rC) binding protein 1,"This intronless gene is thought to have been generated by retrotransposition of a fully processed PCBP-2 mRNA. This gene and PCBP-2 have paralogues (PCBP3 and PCBP4) which are thought to have arisen as a result of duplication events of entire genes. The protein encoded by this gene appears to be multifunctional. It along with PCBP-2 and hnRNPK corresponds to the major cellular poly(rC)-binding protein. It contains three K-homologous (KH) domains which may be involved in RNA binding. This encoded protein together with PCBP-2 also functions as translational coactivators of poliovirus RNA via a sequence-specific interaction with stem-loop IV of the IRES and promote poliovirus RNA replication by binding to its 5'-terminal cloverleaf structure. It has also been implicated in translational control of the 15-lipoxygenase mRNA, human Papillomavirus type 16 L2 mRNA, and hepatitis A virus RNA. The encoded protein is also suggested to play a part in formation of a sequence-specific alpha-globin mRNP complex which is associated with alpha-globin mRNA stability. [provided by RefSeq, Jul 2008].",PCBP1
ENSG00000149452,9376,20.915365,solute carrier family 22 member 8,"This gene encodes a protein involved in the sodium-independent transport and excretion of organic anions, some of which are potentially toxic. The encoded protein is an integral membrane protein and appears to be localized to the basolateral membrane of the kidney. Multiple alternatively spliced transcript variants that encode different protein isoforms have been described for this gene. [provided by RefSeq, May 2010].",SLC22A8
ENSG00000122778,57670,20.92489,KIAA1549,"The protein encoded by this gene belongs to the UPF0606 family. This gene has been found to be fused to the BRAF oncogene in many cases of pilocytic astrocytoma. The fusion results from 2Mb tandem duplications at 7q34. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2012].",KIAA1549
ENSG00000178607,2081,19.26851,endoplasmic reticulum to nucleus signaling 1,"This gene encodes the transmembrane protein kinase inositol-requiring enzyme 1. The encoded protein contains two functional catalytic domains, a serine/threonine-protein kinase domain and an endoribonuclease domain. This protein functions as a sensor of unfolded proteins in the endoplasmic reticulum (ER) and triggers an intracellular signaling pathway termed the unfolded protein response (UPR). The UPR is an ER stress response that is conserved from yeast to mammals and activates genes involved in degrading misfolded proteins, regulating protein synthesis and activating molecular chaperones. This protein specifically mediates the splicing and activation of the stress response transcription factor X-box binding protein 1. [provided by RefSeq, Aug 2017].",ERN1
ENSG00000165490,220042,20.924751,DNA damage induced apoptosis suppressor,,DDIAS
ENSG00000186871,54821,20.184536,"ERCC excision repair 6 like, spindle assembly checkpoint helicase","This gene encodes a member of the SWItch/Sucrose Non-Fermentable (SWI/SNF2) family of proteins, and contains a SNF2-like ATPase domain and a PICH family domain. One distinguishing feature of this SWI/SNF protein family member is that during interphase, the protein is excluded from the nucleus, and only associates with chromatin after the nuclear envelope has broken down. This protein is a DNA translocase that is thought to bind double-stranded DNA that is exposed to stretching forces, such as those exerted by the mitotic spindle. This protein associates with ribosomal DNA and ultra-fine DNA bridges (UFBs), fine structures that connect sister chromatids during anaphase at some sites such as fragile sites, telomeres and centromeres. This gene is required for the faithful segregation of sister chromatids during mitosis, and the ATPase activity of this protein required for the resolution of UFBs before cytokinesis. [provided by RefSeq, May 2017].",ERCC6L
ENSG00000162729,93185,20.123207,immunoglobulin superfamily member 8,"This gene encodes a member the EWI subfamily of the immunoglobulin protein superfamily. Members of this family contain a single transmembrane domain, an EWI (Glu-Trp-Ile)-motif and a variable number of immunoglobulin domains. This protein interacts with the tetraspanins CD81 and CD9 and may regulate their role in certain cellular functions including cell migration and viral infection. The encoded protein may also function as a tumor suppressor by inhibiting the proliferation of certain cancers. Alternate splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Sep 2011].",IGSF8
